#OTU ID	S1_17	S2_17	S3_17	S4_17	S5_17	S6_17	S7_17	S8_17	S9_17	S10_17	S11_17	S12_17	S13_17	S14_17	sum taxonomy
forward_16S_361	0	1	0	1	0	0	19	0	0	1	0	0	0	0	Chloroflexi;Chloroflexia;Chloroflexales;Oscillochloridaceae;Oscillochloris;Oscillochloris trichoides
forward_16S_362	0	0	3	0	0	0	1	15	2	0	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_363	0	0	1	0	0	0	18	0	0	0	0	1	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_364	0	0	1	2	0	0	19	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;Gemmatirosa kalamazoonesis
forward_16S_365	0	0	0	2	1	0	0	14	0	1	0	0	0	4	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_366	0	0	0	0	13	8	0	0	0	0	0	1	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_367	0	0	0	0	10	10	0	0	0	0	0	2	0	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Lacunisphaera;
forward_16S_368	0	0	0	0	9	10	0	0	0	0	0	3	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_369	0	0	0	0	0	22	0	0	0	0	0	0	0	0	;;;;;
forward_16S_370	0	0	0	0	0	0	14	2	5	0	0	0	1	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_371	0	0	0	0	0	0	0	20	0	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_372	0	0	0	0	0	0	0	0	0	22	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_373	15	0	0	0	0	0	0	0	1	0	4	1	0	0	Firmicutes;;;;;
forward_16S_374	13	0	1	4	0	0	0	0	1	0	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_375	8	2	3	0	0	0	0	0	0	0	2	0	5	1	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_376	4	0	1	0	0	0	10	0	0	0	2	0	4	0	Acidobacteria;Blastocatellia;;;Stenotrophobacter;
forward_16S_377	3	0	2	4	0	0	8	1	1	0	0	0	1	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_378	2	0	0	0	0	0	19	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_379	1	0	6	6	0	1	4	0	1	0	2	0	0	0	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. P-38
forward_16S_380	1	5	2	2	0	0	3	4	0	1	0	0	0	3	Actinobacteria;Actinobacteria;Micrococcales;Bogoriellaceae;Georgenia;Georgenia sp.
forward_16S_381	0	3	1	1	0	0	13	1	0	0	0	0	0	2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_382	0	1	0	0	0	0	20	0	0	0	0	0	0	0	
forward_16S_383	0	0	21	0	0	0	0	0	0	0	0	0	0	0	;;Rotaliida;;;
forward_16S_384	0	0	0	2	0	0	17	0	0	0	1	0	1	0	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;Sphaerobacter thermophilus
forward_16S_385	0	0	0	0	21	0	0	0	0	0	0	0	0	0	Bacteroidetes;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola;Candidatus Fluviicola riflensis
forward_16S_386	0	0	0	0	19	0	0	0	0	0	0	2	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;;
forward_16S_387	8	0	0	0	0	0	1	0	0	5	4	0	2	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;uncultivated soil bacterium clone C019
forward_16S_388	6	0	1	7	0	1	1	1	0	0	3	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_389	6	0	0	0	11	1	1	0	0	0	0	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_390	5	0	6	4	0	0	0	0	3	0	0	1	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_391	4	0	0	0	0	0	0	16	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;
forward_16S_392	4	0	4	6	2	0	3	0	0	0	0	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_393	3	0	0	0	16	0	0	0	0	0	0	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80
forward_16S_394	3	0	3	4	0	0	4	0	0	0	0	0	6	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_395	3	0	1	2	0	0	10	0	2	0	1	1	0	0	Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;;
forward_16S_396	1	0	2	4	3	0	8	0	0	0	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_397	1	0	0	0	0	0	19	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Alicyclobacillaceae;;
forward_16S_398	1	7	1	0	0	0	1	7	1	0	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_399	1	1	1	2	0	0	9	2	1	1	0	0	0	2	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_400	1	0	2	0	0	0	12	0	0	0	1	2	0	2	Proteobacteria;Betaproteobacteria;NA;NA;NA;unidentified beta proteobacterium ps.6
forward_16S_401	1	0	0	1	0	0	17	0	0	0	1	0	0	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;bacterium Ellin6067
forward_16S_402	1	0	0	0	0	0	1	5	13	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_403	0	17	1	1	0	0	1	0	0	0	0	0	0	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_404	0	8	0	0	0	0	0	11	0	0	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_405	0	6	3	2	0	0	3	3	3	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;
forward_16S_406	0	2	0	0	0	0	0	13	3	0	0	0	0	2	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_407	0	0	5	4	0	0	10	0	0	0	0	0	1	0	Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;
forward_16S_408	0	0	3	0	15	1	0	1	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_409	0	0	1	5	0	0	9	0	1	0	3	0	1	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_410	0	0	1	2	0	0	15	0	0	1	0	0	1	0	Actinobacteria;;;;;
forward_16S_411	0	0	0	0	18	0	0	0	0	0	0	2	0	0	Firmicutes;Clostridia;Clostridiales;;;
forward_16S_412	0	0	0	0	17	0	0	0	0	0	0	3	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_413	0	0	0	0	14	2	0	0	0	0	0	4	0	0	Proteobacteria;Gammaproteobacteria;;;;
forward_16S_414	0	0	0	0	7	11	0	0	0	0	0	1	0	1	Verrucomicrobia;Spartobacteria;;;;
forward_16S_415	0	0	0	0	4	2	0	11	1	1	0	0	0	1	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_416	0	0	0	0	0	20	0	0	0	0	0	0	0	0	
forward_16S_417	11	0	1	0	0	5	1	0	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_418	6	0	1	7	2	0	0	0	0	0	3	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_419	4	0	4	1	0	0	2	0	0	0	6	0	1	1	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80
forward_16S_420	4	0	3	0	4	0	2	1	1	2	1	0	0	1	Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;
forward_16S_421	3	0	0	0	0	12	1	1	0	0	1	0	0	1	Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter;
forward_16S_422	3	3	0	2	0	0	6	2	0	3	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_423	2	1	0	1	1	0	8	0	1	1	0	0	4	0	Verrucomicrobia;Spartobacteria;NA;NA;NA;bacterium Ellin506
forward_16S_424	2	0	11	0	0	0	0	0	3	1	1	0	1	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_425	2	1	6	1	0	0	5	0	1	1	1	0	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Chelatococcaceae;Chelatococcus;
forward_16S_426	1	1	12	0	0	0	1	0	0	0	2	0	1	1	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;
forward_16S_427	1	4	0	0	0	0	0	3	3	0	0	0	0	8	Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;
forward_16S_428	1	0	0	4	4	7	0	1	0	0	1	0	0	1	Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Devosia;Devosia riboflavina
forward_16S_429	1	0	3	1	2	0	9	0	0	0	0	1	0	2	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_430	1	0	0	0	0	0	12	0	0	0	1	0	5	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;bacterium Ellin6067
forward_16S_431	0	5	0	1	0	0	3	5	1	1	0	1	1	1	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. M67C6a
forward_16S_432	0	3	0	0	0	0	0	11	3	0	0	0	0	2	Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;Pedobacter sp. M67C6a
forward_16S_433	0	1	0	0	0	0	0	0	0	2	0	0	0	15	;Oomycetes;Pythiales;Pythiaceae;Pythium;Pythium ultimum
forward_16S_434	0	0	3	0	3	1	10	0	0	0	1	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_435	0	0	0	19	0	0	0	0	0	0	0	0	0	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
forward_16S_436	0	0	0	0	2	0	12	0	1	0	1	0	0	3	Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;
forward_16S_437	0	0	0	0	0	19	0	0	0	0	0	0	0	0	Proteobacteria;;;;;
forward_16S_438	0	0	0	0	0	1	0	13	0	0	0	0	0	5	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_439	7	0	1	2	2	1	0	0	0	1	1	3	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_440	6	0	12	0	0	0	0	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_441	5	0	8	0	0	0	2	0	2	1	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;;
forward_16S_442	5	0	6	0	0	0	0	0	1	0	4	0	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_443	5	0	5	4	0	0	2	0	0	0	0	0	2	0	Actinobacteria;Actinobacteria;Kineosporiales;Kineosporiaceae;Angustibacter;Angustibacter sp.
forward_16S_444	4	2	3	3	0	0	1	0	1	1	1	0	0	2	Planctomycetes;Planctomycetia;;;;
forward_16S_445	4	0	4	9	0	0	0	0	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_446	3	0	2	4	1	0	1	1	0	0	3	1	2	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_447	3	0	0	12	0	0	0	0	1	0	1	0	1	0	Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobia subdivision 3;;
forward_16S_448	2	2	1	2	0	0	0	1	0	5	2	0	0	3	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;;
forward_16S_449	2	0	1	1	12	0	0	0	0	0	0	2	0	0	Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;;
forward_16S_450	2	0	7	3	0	1	2	1	2	0	0	0	0	0	Actinobacteria;Actinobacteria;;;;
forward_16S_451	2	0	1	2	2	0	0	0	0	0	7	2	2	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;unidentified beta proteobacterium ps.6
forward_16S_452	1	0	2	6	0	0	8	1	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_453	1	6	1	0	0	0	2	0	3	1	2	0	0	2	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Methylobacterium;
forward_16S_454	1	3	1	1	1	0	10	0	1	0	0	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Beijerinckia;
forward_16S_455	1	3	0	0	0	0	1	9	3	1	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_456	1	0	4	0	1	0	6	0	1	0	1	0	4	0	Proteobacteria;Betaproteobacteria;;;;
forward_16S_457	0	6	0	0	0	0	0	4	3	1	2	0	1	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_458	0	5	2	2	0	0	6	1	1	1	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;Variovorax sp. HP9A2
forward_16S_459	0	4	2	3	2	0	4	2	0	0	1	0	0	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_460	0	0	2	2	9	0	0	0	5	0	0	0	0	0	Acidobacteria;Holophagae;Holophagales;Holophagaceae;Holophaga;
forward_16S_461	0	0	2	4	1	0	10	0	1	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_462	0	0	1	1	0	0	12	0	0	0	0	0	4	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. URHD0085
forward_16S_463	0	0	0	4	0	0	14	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia;
forward_16S_464	0	0	0	1	0	0	0	0	0	11	6	0	0	0	Streptophyta;Liliopsida;Poales;Poaceae;;
forward_16S_465	0	0	0	1	0	0	17	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_466	0	0	0	0	18	0	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_467	0	0	0	0	18	0	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Saccharophagus;Saccharophagus sp. MM1-2b
forward_16S_468	0	0	0	0	18	0	0	0	0	0	0	0	0	0	Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Candidatus Blochmannia;Blochmannia endosymbiont of Camponotus textor
forward_16S_469	0	0	0	0	10	6	0	0	0	0	0	2	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;;
forward_16S_470	0	0	0	0	7	1	0	7	0	0	1	0	1	1	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;
forward_16S_471	0	0	0	0	0	0	18	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;
forward_16S_472	0	0	0	0	0	0	17	0	0	0	0	0	1	0	Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;
forward_16S_473	12	0	1	0	0	0	0	0	0	0	3	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_474	9	0	0	0	0	0	1	1	1	0	4	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_475	9	0	0	6	0	0	0	0	0	0	0	1	1	0	Chloroflexi;Thermomicrobia;;;;
forward_16S_476	6	0	5	2	1	0	0	0	1	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_477	4	1	1	1	0	0	2	0	1	0	5	0	2	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Brevitalea;Brevitalea deliciosa
forward_16S_478	4	0	3	3	1	0	5	0	0	0	1	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_479	3	1	0	4	0	0	4	0	0	2	0	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;;
forward_16S_480	2	0	0	7	0	0	8	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete WWH14
forward_16S_481	2	0	0	0	12	0	0	0	0	0	2	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_482	2	0	0	1	0	0	13	0	0	1	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter koreensis
forward_16S_483	2	0	1	2	1	0	6	0	1	2	1	0	1	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_484	1	0	14	1	0	0	0	0	1	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_485	1	1	0	0	2	2	0	4	0	4	1	1	0	1	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;
forward_16S_486	1	0	1	0	0	0	15	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca
forward_16S_487	1	0	1	1	0	0	14	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_488	1	0	1	3	0	0	12	0	0	0	0	0	0	0	Actinobacteria;Thermoleophilia;Solirubrobacterales;Parviterribacteraceae;Parviterribacter;Parviterribacter multiflagellatus
forward_16S_489	1	1	0	0	0	0	1	8	4	0	1	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_490	0	9	0	0	0	0	1	3	1	1	0	0	1	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_491	0	4	0	1	0	0	1	4	0	3	0	0	0	4	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_492	0	0	13	0	0	4	0	0	0	0	0	0	0	0	Proteobacteria;Deltaproteobacteria;Myxococcales;NA;NA;myxobacterium AT3-03
forward_16S_493	0	0	5	5	0	0	0	0	0	2	0	0	1	4	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_494	0	0	2	0	1	10	0	0	0	0	2	1	1	0	Proteobacteria;Gammaproteobacteria;NA;NA;NA;gamma proteobacterium enrichment culture clone CTBE CDB1001C10
forward_16S_495	0	0	2	0	0	0	15	0	0	0	0	0	0	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;
forward_16S_496	0	0	1	7	0	0	3	0	1	1	2	0	0	2	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_497	0	0	1	0	0	0	16	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_498	0	0	1	0	0	0	0	11	3	1	1	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_499	0	0	0	1	0	0	16	0	0	0	0	0	0	0	Firmicutes;Bacilli;Bacillales;Planococcaceae;Planococcus;
forward_16S_500	0	0	0	0	17	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_501	0	0	0	0	2	13	0	0	0	0	1	1	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp.
forward_16S_502	0	0	0	0	0	17	0	0	0	0	0	0	0	0	;;;;;
forward_16S_503	0	0	0	0	0	17	0	0	0	0	0	0	0	0	Proteobacteria;;;;;
forward_16S_504	0	0	0	0	0	14	0	0	0	0	0	0	0	3	Proteobacteria;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Cellvibrio;
forward_16S_505	0	0	0	0	0	0	17	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_506	0	0	0	0	0	0	17	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_507	0	0	0	0	0	0	17	0	0	0	0	0	0	0	Chloroflexi;Thermomicrobia;Thermomicrobiales;Thermomicrobiaceae;Thermomicrobium;Thermomicrobium roseum
forward_16S_508	0	0	0	0	0	0	0	12	0	1	0	0	0	4	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_509	8	0	0	0	0	0	0	0	0	0	5	1	2	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;;;
forward_16S_510	7	0	0	0	1	0	0	0	0	0	3	1	4	0	Acidobacteria;;;;;
forward_16S_511	6	0	0	0	10	0	0	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;NA;NA;NA;actinobacterium L2002
forward_16S_512	5	0	7	0	0	0	0	0	1	1	2	0	0	0	Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;Candidatus Nitrosocosmicus;
forward_16S_513	4	0	6	0	3	0	0	0	1	0	0	1	1	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_514	4	0	1	0	0	0	9	0	0	0	1	0	1	0	Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;Gemmatimonas aurantiaca
forward_16S_515	4	1	0	1	0	0	0	0	6	0	0	0	1	3	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_516	3	0	0	2	0	1	9	0	1	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;NA;planctomycete LX80
forward_16S_517	3	0	3	2	0	0	5	0	0	0	3	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_518	3	0	2	0	1	0	7	0	0	1	0	1	1	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;;
forward_16S_519	3	0	5	0	1	0	0	1	0	0	4	1	1	0	Proteobacteria;Betaproteobacteria;NA;NA;NA;unidentified beta proteobacterium ps.6
forward_16S_520	2	0	2	4	0	0	8	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_521	2	0	5	0	0	2	1	0	1	0	0	1	0	4	Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium;
forward_16S_522	2	1	2	0	3	5	0	0	0	0	0	1	0	2	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;
forward_16S_523	2	0	0	7	0	0	2	1	1	0	0	2	1	0	Proteobacteria;Alphaproteobacteria;Rhizobiales;Methylobacteriaceae;Microvirga;
forward_16S_524	2	6	2	0	0	0	4	1	0	1	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_525	1	0	0	0	0	1	14	0	0	0	0	0	0	0	Planctomycetes;Planctomycetia;Planctomycetales;;;
forward_16S_526	1	0	0	1	0	0	14	0	0	0	0	0	0	0	Chloroflexi;Thermomicrobia;Sphaerobacterales;Sphaerobacteraceae;Nitrolancea;Nitrolancea hollandica
forward_16S_527	1	0	0	0	5	0	7	0	0	0	1	2	0	0	Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Opitutus;
forward_16S_528	1	0	3	1	0	0	3	0	1	0	2	0	5	0	Actinobacteria;;;;;
forward_16S_529	1	0	1	0	0	0	1	12	1	0	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;;
forward_16S_530	1	2	2	2	0	0	6	1	1	0	0	0	0	1	Actinobacteria;Actinobacteria;Geodermatophilales;Geodermatophilaceae;Blastococcus;Blastococcus sp. L1961
forward_16S_531	1	3	1	1	0	3	0	3	2	0	1	0	0	1	Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;
forward_16S_532	0	5	0	0	1	0	0	7	1	1	0	0	0	1	Proteobacteria;Gammaproteobacteria;Enterobacterales;;;
forward_16S_533	0	5	0	1	0	0	7	0	0	3	0	0	0	0	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;
forward_16S_534	0	4	0	5	0	0	1	0	0	1	3	2	0	0	Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;NA;cf. Caulobacter symbiont of Acromyrmex octospinosus
forward_16S_535	0	3	1	0	0	7	1	0	0	1	0	0	1	2	Proteobacteria;Alphaproteobacteria;;;;
forward_16S_536	0	1	0	7	0	0	2	0	1	1	0	1	1	2	Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Segetibacter;Segetibacter aerophilus
forward_16S_537	0	0	9	0	0	7	0	0	0	0	0	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_538	0	0	1	0	0	0	15	0	0	0	0	0	0	0	Acidobacteria;Blastocatellia;;Pyrinomonadaceae;Arenimicrobium;Arenimicrobium luteum
forward_16S_539	0	0	0	3	1	11	1	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella;
forward_16S_540	0	0	0	3	0	0	13	0	0	0	0	0	0	0	Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus;
forward_16S_541	0	0	0	0	16	0	0	0	0	0	0	0	0	0	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Clostridium] hungatei
forward_16S_542	0	0	0	0	16	0	0	0	0	0	0	0	0	0	Verrucomicrobia;Spartobacteria;;;;
forward_16S_543	0	0	0	0	14	1	0	0	0	1	0	0	0	0	Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter sp. R88(2010)
forward_16S_544	0	0	0	0	3	13	0	0	0	0	0	0	0	0	Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium;[Clostridium] hungatei
forward_16S_545	0	0	0	0	0	0	0	14	0	2	0	0	0	0	Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia;
forward_16S_546	8	0	2	1	0	1	1	0	0	0	2	0	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
forward_16S_547	8	0	1	2	0	0	0	1	1	0	1	1	0	0	Acidobacteria;;;;Luteitalea;Luteitalea pratensis
